Age Group,Annual Income,Education,Occupation,Leisure Travel Frequency,Business Travel Frequency,Preferred Hotel Type,Advance Booking Days,Stay Length (Nights),ADR Budget,Booking Priority,Use Price Comparison,Trust AI,Price Prediction Importance,Desired Features,Platforms Used,Booking Challenges,Booking Device,Subscription Willingness,Use Bundle Feature,Pay More for Sustainability,Refer Platform,Booking Motivation 1,Booking Motivation 2,Delayed Booking for Drop,Additional Features
Under 18,201876,High School,Other,Every quarter,Weekly,City Hotel,8–14 days,6–10,7000–10000,Balanced,Sometimes,Maybe,Extremely Important,"Targeted discount alerts, Real-time price predictions, Customer reviews, Hotel comparison engine","Goibibo, Booking.com, Agoda",Booking too late,Mobile App,Depends on the savings,Unsure,Only if price difference is small,Not Likely,Location,Amenities,No,Loyalty rewards
18–24,737284,Master’s Degree,Student,Once a year,Occasionally,No Preference,1–3 days,3–5,<2000,Balanced,Rarely,No,Somewhat Important,Targeted discount alerts,Goibibo,"Limited deals, Poor UI/UX, Lack of transparent pricing",Mobile App,₹299+,Never,No,Absolutely,Location,Price,Yes,AI chatbot
45–54,82198,Master’s Degree,Student,Once a year,1–2 times a quarter,City Hotel,1–3 days,3–5,2000–4000,Balanced,Sometimes,Yes,Neutral,"Customer reviews, Personalized stay duration suggestions","MakeMyTrip, Goibibo, Agoda",Hidden charges,Mobile App,₹0,Probably Not,Only if price difference is small,Not Likely,Reviews,Amenities,No,Late check-out
45–54,387281,Bachelor’s Degree,Other,Every quarter,Occasionally,City Hotel,15+ days,3–5,<2000,Balanced,Always,No,Neutral,"Real-time price predictions, Hotel comparison engine","Others, Booking.com, MakeMyTrip","Limited deals, Prices fluctuate too much, Hidden charges",Mobile App,₹0,Unsure,Only if price difference is small,Maybe,Location,Amenities,No,Loyalty rewards
35–44,276891,Bachelor’s Degree,Business Owner,Every quarter,1–2 times a quarter,No Preference,4–7 days,6–10,2000–4000,Balanced,Always,Yes,Extremely Important,"Real-time price predictions, Personalized stay duration suggestions","Booking.com, Agoda, Goibibo","Lack of transparent pricing, Hidden charges, Booking too late",Mobile App,Depends on the savings,Probably Not,"Yes, definitely",Absolutely,Location,Reviews,Yes,AI chatbot
35–44,68406,High School,Working Professional,Once a year,Monthly,City Hotel,4–7 days,3–5,4000–7000,Lowest price,Sometimes,Yes,Neutral,"Personalized stay duration suggestions, Hotel comparison engine","Booking.com, Agoda, Others, Airbnb","Booking too late, Limited deals, Hidden charges",Travel Agent,₹199,Unsure,No,Not Likely,Reviews,Location,Yes,AI chatbot
35–44,5,Master’s Degree,Business Owner,Once a year,Weekly,Resort Hotel,15+ days,2,2000–4000,Balanced,Always,Yes,Somewhat Important,Real-time price predictions,"Goibibo, Booking.com",Lack of transparent pricing,Travel Agent,Depends on the savings,Probably,No,Absolutely,Amenities,Amenities,Yes,AI chatbot
25–34,369606,Other,Other,Once a year,Occasionally,Resort Hotel,4–7 days,2,<2000,Lowest price,Rarely,No,Extremely Important,Hotel comparison engine,Airbnb,"Prices fluctuate too much, Limited deals",Travel Agent,Depends on the savings,Probably,No,Absolutely,Reviews,Brand name,No,AI chatbot
45–54,1807408,Bachelor’s Degree,Working Professional,Every quarter,Monthly,No Preference,Same day,3–5,2000–4000,Balanced,Never,Yes,Somewhat Important,"Hotel comparison engine, Real-time price predictions, Customer reviews, Targeted discount alerts","Booking.com, Airbnb",Limited deals,Desktop Website,₹299+,Definitely,"Yes, definitely",Maybe,Price,Price,Yes,AI chatbot
25–34,181345,Bachelor’s Degree,Freelancer,Once a year,1–2 times a quarter,City Hotel,Same day,3–5,4000–7000,Lowest price,Always,Maybe,Somewhat Important,"Hotel comparison engine, Targeted discount alerts, Personalized stay duration suggestions, Customer reviews","Airbnb, Others, Agoda, MakeMyTrip","Lack of transparent pricing, Prices fluctuate too much",Mobile App,₹0,Never,Only if price difference is small,Maybe,Amenities,Brand name,No,AI chatbot
25–34,1309530,Master’s Degree,Business Owner,Rarely,Occasionally,Resort Hotel,8–14 days,3–5,4000–7000,Balanced,Never,Yes,Neutral,"Personalized stay duration suggestions, Real-time price predictions","Others, Agoda",Booking too late,Mobile App,₹299+,Probably Not,No,Not Likely,Brand name,Price,No,Early check-in
25–34,653454,PhD or Higher,Business Owner,Every quarter,Occasionally,Resort Hotel,8–14 days,1,4000–7000,Balanced,Always,No,Neutral,"Targeted discount alerts, Personalized stay duration suggestions, Customer reviews","Goibibo, Others","Prices fluctuate too much, Hidden charges, Limited deals",Desktop Website,Depends on the savings,Probably Not,Only if price difference is small,Not Likely,Location,Brand name,No,Loyalty rewards
18–24,126990,Bachelor’s Degree,Other,Rarely,Monthly,Resort Hotel,15+ days,3–5,4000–7000,Balanced,Rarely,No,Not Important,Hotel comparison engine,Booking.com,"Poor UI/UX, Hidden charges",Mobile App,₹99,Unsure,No,Not Likely,Amenities,Amenities,Yes,AI chatbot
18–24,677196,High School,Retired,2–3 times a year,Occasionally,Resort Hotel,15+ days,2,2000–4000,Balanced,Always,Maybe,Somewhat Important,Targeted discount alerts,"Airbnb, Others, Goibibo, MakeMyTrip","Poor UI/UX, Booking too late",Travel Agent,₹199,Never,No,Maybe,Brand name,Location,No,
35–44,274635,High School,Other,Every quarter,Weekly,City Hotel,15+ days,2,2000–4000,Best amenities,Always,No,Neutral,"Hotel comparison engine, Real-time price predictions, Customer reviews, Targeted discount alerts","Booking.com, Airbnb","Hidden charges, Limited deals",Travel Agent,Depends on the savings,Probably Not,No,Not Likely,Reviews,Amenities,No,Early check-in
18–24,196739,Master’s Degree,Business Owner,2–3 times a year,Weekly,City Hotel,Same day,3–5,2000–4000,Balanced,Sometimes,Maybe,Somewhat Important,Real-time price predictions,MakeMyTrip,"Hidden charges, Limited deals, Poor UI/UX",Desktop Website,₹299+,Never,No,Maybe,Reviews,Reviews,Yes,
35–44,848532,Bachelor’s Degree,Working Professional,Once a year,Monthly,City Hotel,4–7 days,2,2000–4000,Lowest price,Never,No,Not Important,Personalized stay duration suggestions,Others,Prices fluctuate too much,Travel Agent,₹99,Never,"Yes, definitely",Maybe,Price,Brand name,No,Loyalty rewards
25–34,231765,High School,Retired,Once a year,1–2 times a quarter,City Hotel,15+ days,3–5,2000–4000,Best amenities,Never,Yes,Somewhat Important,"Personalized stay duration suggestions, Targeted discount alerts",Booking.com,Hidden charges,Desktop Website,₹99,Probably,"Yes, definitely",Absolutely,Price,Location,Yes,Early check-in
25–34,821739,Master’s Degree,Other,Monthly or more,Monthly,Resort Hotel,15+ days,3–5,4000–7000,Best amenities,Rarely,Yes,Extremely Important,Personalized stay duration suggestions,MakeMyTrip,"Booking too late, Prices fluctuate too much, Hidden charges",Travel Agent,Depends on the savings,Probably Not,Only if price difference is small,Absolutely,Amenities,Brand name,Yes,AI chatbot
25–34,701716,High School,Other,Once a year,Weekly,No Preference,Same day,3–5,4000–7000,Balanced,Rarely,Maybe,Not Important,"Customer reviews, Hotel comparison engine",Airbnb,"Lack of transparent pricing, Hidden charges",Mobile App,₹0,Probably Not,"Yes, definitely",Not Likely,Location,Reviews,Yes,
25–34,446577,Master’s Degree,Business Owner,2–3 times a year,Never,No Preference,Same day,3–5,7000–10000,Lowest price,Never,Yes,Not Important,Hotel comparison engine,Agoda,"Booking too late, Limited deals, Poor UI/UX",Travel Agent,₹99,Definitely,No,Maybe,Reviews,Reviews,Yes,
35–44,40852,Bachelor’s Degree,Business Owner,Once a year,Never,Resort Hotel,Same day,2,2000–4000,Lowest price,Sometimes,Yes,Somewhat Important,Targeted discount alerts,"Others, Agoda, Booking.com, Airbnb","Limited deals, Hidden charges",Desktop Website,₹199,Never,Only if price difference is small,Maybe,Amenities,Reviews,Yes,Late check-out
25–34,617767,High School,Freelancer,Every quarter,Occasionally,Resort Hotel,4–7 days,2,4000–7000,Best amenities,Sometimes,Maybe,Somewhat Important,"Personalized stay duration suggestions, Targeted discount alerts, Hotel comparison engine","Others, Booking.com","Poor UI/UX, Limited deals",Mobile App,₹299+,Unsure,Only if price difference is small,Maybe,Amenities,Amenities,Yes,
35–44,758501,Master’s Degree,Other,Once a year,Occasionally,No Preference,15+ days,6–10,7000–10000,Lowest price,Never,Yes,Neutral,"Personalized stay duration suggestions, Customer reviews","Agoda, Booking.com","Booking too late, Prices fluctuate too much, Hidden charges",Desktop Website,₹299+,Probably,Only if price difference is small,Absolutely,Amenities,Amenities,No,
25–34,1520592,Bachelor’s Degree,Business Owner,Monthly or more,Never,No Preference,1–3 days,3–5,4000–7000,Balanced,Always,Maybe,Extremely Important,"Hotel comparison engine, Customer reviews",OYO,Lack of transparent pricing,Mobile App,₹299+,Definitely,No,Maybe,Price,Location,Yes,AI chatbot
35–44,154164,Other,Student,Once a year,Weekly,Resort Hotel,1–3 days,3–5,2000–4000,Balanced,Never,Yes,Not Important,"Real-time price predictions, Hotel comparison engine, Personalized stay duration suggestions, Customer reviews",Agoda,"Prices fluctuate too much, Poor UI/UX, Lack of transparent pricing",Mobile App,Depends on the savings,Probably,No,Not Likely,Reviews,Reviews,No,AI chatbot
55+,175886,Bachelor’s Degree,Retired,2–3 times a year,Occasionally,Resort Hotel,15+ days,1,2000–4000,Balanced,Always,No,Not Important,"Hotel comparison engine, Customer reviews, Real-time price predictions, Targeted discount alerts","Agoda, Airbnb, Others, Goibibo",Poor UI/UX,Travel Agent,₹299+,Unsure,Only if price difference is small,Not Likely,Price,Amenities,No,AI chatbot
35–44,711490,Bachelor’s Degree,Student,2–3 times a year,Monthly,City Hotel,15+ days,3–5,<2000,Balanced,Never,No,Not Important,"Targeted discount alerts, Hotel comparison engine, Customer reviews, Personalized stay duration suggestions","OYO, Booking.com, Goibibo","Poor UI/UX, Booking too late, Prices fluctuate too much",Travel Agent,₹299+,Definitely,"Yes, definitely",Absolutely,Price,Price,No,AI chatbot
25–34,360623,Master’s Degree,Retired,Once a year,Monthly,City Hotel,15+ days,3–5,2000–4000,Balanced,Always,No,Neutral,"Personalized stay duration suggestions, Customer reviews","OYO, Agoda, MakeMyTrip, Others","Lack of transparent pricing, Poor UI/UX",Mobile App,₹199,Probably,No,Not Likely,Amenities,Price,No,Early check-in
18–24,230447,Bachelor’s Degree,Other,2–3 times a year,Weekly,No Preference,15+ days,3–5,4000–7000,Best amenities,Sometimes,Yes,Extremely Important,"Targeted discount alerts, Customer reviews","Booking.com, MakeMyTrip, Agoda, Goibibo",Poor UI/UX,Travel Agent,₹0,Unsure,No,Maybe,Brand name,Amenities,Yes,Late check-out
25–34,878697,PhD or Higher,Freelancer,2–3 times a year,Occasionally,Resort Hotel,4–7 days,3–5,<2000,Balanced,Never,Maybe,Not Important,"Personalized stay duration suggestions, Customer reviews, Hotel comparison engine","MakeMyTrip, OYO, Goibibo","Limited deals, Prices fluctuate too much",Travel Agent,Depends on the savings,Definitely,"Yes, definitely",Maybe,Brand name,Location,No,AI chatbot
35–44,626453,Bachelor’s Degree,Business Owner,Monthly or more,Monthly,No Preference,1–3 days,2,2000–4000,Balanced,Rarely,No,Not Important,Personalized stay duration suggestions,"Agoda, Booking.com, MakeMyTrip, Airbnb","Prices fluctuate too much, Lack of transparent pricing, Hidden charges",Desktop Website,Depends on the savings,Unsure,Only if price difference is small,Not Likely,Brand name,Brand name,Yes,
18–24,1269119,Bachelor’s Degree,Business Owner,Every quarter,Occasionally,City Hotel,8–14 days,2,4000–7000,Best amenities,Always,No,Neutral,"Personalized stay duration suggestions, Real-time price predictions, Targeted discount alerts","OYO, Goibibo, Booking.com, MakeMyTrip","Hidden charges, Lack of transparent pricing",Travel Agent,₹299+,Definitely,"Yes, definitely",Absolutely,Amenities,Reviews,No,Loyalty rewards
25–34,652783,High School,Business Owner,Monthly or more,Occasionally,City Hotel,1–3 days,6–10,4000–7000,Best amenities,Sometimes,Maybe,Somewhat Important,Real-time price predictions,"Others, Agoda, Airbnb, Booking.com","Limited deals, Booking too late, Prices fluctuate too much",Mobile App,₹199,Probably Not,No,Maybe,Location,Amenities,Yes,AI chatbot
35–44,160151,Bachelor’s Degree,Other,Rarely,Monthly,No Preference,1–3 days,6–10,2000–4000,Best amenities,Rarely,Yes,Not Important,Customer reviews,"OYO, Goibibo","Booking too late, Lack of transparent pricing",Travel Agent,₹99,Probably Not,Only if price difference is small,Maybe,Reviews,Location,Yes,Loyalty rewards
25–34,108605,Master’s Degree,Retired,Monthly or more,Never,City Hotel,Same day,2,4000–7000,Lowest price,Sometimes,Maybe,Extremely Important,"Personalized stay duration suggestions, Hotel comparison engine","Airbnb, Others","Prices fluctuate too much, Booking too late, Hidden charges",Mobile App,₹299+,Probably,Only if price difference is small,Absolutely,Amenities,Brand name,No,
45–54,204443,Master’s Degree,Business Owner,Once a year,Monthly,Resort Hotel,15+ days,3–5,2000–4000,Lowest price,Always,Maybe,Extremely Important,Personalized stay duration suggestions,"Booking.com, Airbnb, Others",Booking too late,Mobile App,₹299+,Never,"Yes, definitely",Maybe,Amenities,Location,Yes,Loyalty rewards
18–24,970839,Bachelor’s Degree,Student,Every quarter,Weekly,No Preference,15+ days,2,2000–4000,Balanced,Never,Yes,Extremely Important,"Targeted discount alerts, Personalized stay duration suggestions, Hotel comparison engine, Customer reviews","OYO, Goibibo",Poor UI/UX,Desktop Website,Depends on the savings,Never,No,Not Likely,Price,Brand name,Yes,Early check-in
18–24,649245,Bachelor’s Degree,Business Owner,Once a year,1–2 times a quarter,Resort Hotel,15+ days,1,2000–4000,Balanced,Sometimes,Maybe,Extremely Important,"Real-time price predictions, Personalized stay duration suggestions, Targeted discount alerts, Customer reviews",Others,"Booking too late, Lack of transparent pricing",Mobile App,Depends on the savings,Unsure,No,Not Likely,Brand name,Price,Yes,Loyalty rewards
35–44,1469587,Master’s Degree,Other,Rarely,Monthly,Resort Hotel,Same day,2,4000–7000,Balanced,Never,No,Neutral,"Hotel comparison engine, Personalized stay duration suggestions, Customer reviews","Agoda, Booking.com, OYO","Prices fluctuate too much, Lack of transparent pricing",Mobile App,₹299+,Definitely,Only if price difference is small,Absolutely,Amenities,Brand name,Yes,AI chatbot
25–34,239435,PhD or Higher,Freelancer,Every quarter,Occasionally,City Hotel,4–7 days,2,7000–10000,Lowest price,Never,Maybe,Not Important,"Customer reviews, Personalized stay duration suggestions, Real-time price predictions, Targeted discount alerts","MakeMyTrip, OYO","Hidden charges, Limited deals",Desktop Website,Depends on the savings,Probably Not,No,Absolutely,Location,Price,No,AI chatbot
35–44,771370,High School,Student,2–3 times a year,Occasionally,Resort Hotel,4–7 days,3–5,<2000,Balanced,Sometimes,Yes,Neutral,"Targeted discount alerts, Personalized stay duration suggestions",MakeMyTrip,Hidden charges,Mobile App,₹199,Never,Only if price difference is small,Not Likely,Reviews,Reviews,No,
25–34,242542,Bachelor’s Degree,Business Owner,Monthly or more,Monthly,No Preference,8–14 days,3–5,4000–7000,Balanced,Sometimes,Maybe,Extremely Important,"Customer reviews, Real-time price predictions","Others, Airbnb, OYO",Hidden charges,Desktop Website,₹99,Probably Not,Only if price difference is small,Absolutely,Location,Amenities,No,Loyalty rewards
25–34,913167,Bachelor’s Degree,Business Owner,Once a year,1–2 times a quarter,Resort Hotel,4–7 days,2,2000–4000,Lowest price,Sometimes,No,Extremely Important,"Real-time price predictions, Customer reviews, Targeted discount alerts, Hotel comparison engine",Others,"Poor UI/UX, Prices fluctuate too much, Limited deals",Mobile App,₹99,Unsure,Only if price difference is small,Not Likely,Amenities,Price,No,
45–54,608191,Master’s Degree,Working Professional,Rarely,Monthly,Resort Hotel,4–7 days,1,4000–7000,Best amenities,Never,Maybe,Extremely Important,"Targeted discount alerts, Hotel comparison engine","Agoda, Booking.com, Goibibo, MakeMyTrip","Lack of transparent pricing, Limited deals",Travel Agent,₹99,Unsure,No,Absolutely,Amenities,Location,Yes,Loyalty rewards
